Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Ransomware-Conti-0e0a95b95e041c17ff815648292f22aea162d1ef3b48917276e09aedefe88d2e-8.raw,42,18,9.523809524,0,204.1428571,1551,36.92857143,8577,219.9230769,0,854,2894,42,702,720,97,650,119,172,252,44,82,44,0.028205128,0.052564103,0.028205128,89,23108,534,17.8,3,0,6,3,10,5,12,0.066666667,0.0,0.133333333,0.066666667,0.222222222,0.111111111,0.266666667,138,389,221,26,24,116,0,119,88,0,8,Malware
Benign,41,13,13.00329065,0,291.5253577,2068,50.43902439,11952,291.5253577,0,1053,4161,45,855,1138,106,733,142,396,375,60,98,60,0.029296875,0.047851563,0.029296875,4,5,24,1.333333333,1,0,1,1,5,3,6,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.142857143,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,13.13064705,0,301.9582181,2047,49.92682927,12380,301.9582181,0,1111,4643,45,801,1177,102,741,137,425,334,66,105,66,0.032901296,0.052342971,0.032901296,3,4,18,1.5,0,0,0,0,4,2,6,0.004051466,0.0,0.004051466,0.004051466,0.101217177,0.052634321,0.149800031,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Zeus-3ddf1d9d825ee49db66240695b7411fb9bec716f8aea28f949fbb7891129cfff-10.raw,35,14,10.2,0,214.0285714,1377,39.34285714,7491,214.0285714,0,618,2623,37,596,628,88,572,107,137,223,43,77,43,0.030714286,0.055,0.030714286,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.114285714,0.057142857,0.171428571,138,389,221,26,24,116,0,118,86,0,8,Malware
Ransomware-Shade-8cab910509db8e063096ed2d6ab55006fef79fc157402c0d670215cdc19f2fc7-8.raw,40,16,9.5,0,204.3,1504,37.6,8172,204.3,0,653,2870,43,692,698,98,604,113,163,232,47,86,47,0.030860144,0.056467498,0.030860144,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,88,0,8,Malware
Benign,41,13,13.10321517,0,301.5726178,2141,52.2195122,12364,301.5726178,0,1074,4344,45,904,1168,103,766,143,405,403,82,120,82,0.038246269,0.055970149,0.038246269,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-4.raw,44,17,9.25,0,198.5,1665,37.84090909,8734,198.5,0,671,3041,47,694,743,109,650,126,182,269,50,93,50,0.029205607,0.05432243,0.029205607,4,4,24,1.0,2,0,2,2,6,4,8,0.043478261,0.0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,41,12,13.32542236,0,296.8364527,2037,49.69623479,12170,296.8364527,0,1101,4452,45,792,1182,102,741,137,408,354,63,102,63,0.031972913,0.051528859,0.031972913,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,39,12,12.97297535,0,292.3700434,1941,49.76923077,11402,292.3700434,0,1027,4043,43,801,1075,99,723,140,396,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-0d71ec52ea77ac6cf9ba2be866ba612e5fdcecd9cc982f9f6ec7e186016555e4-4.raw,40,16,9.775,0,207.85,1555,38.875,8314,207.85,0,638,2919,43,661,700,101,606,123,177,262,45,84,45,0.028195489,0.052631579,0.028195489,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,42,12,13.23985214,0,305.8112807,2194,52.23809524,12844,305.8112807,0,1147,4594,46,877,1230,105,780,142,437,403,79,119,79,0.036472761,0.054939982,0.036472761,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,41,14,13.68397237,0,298.8455599,2064,50.34146341,12252,298.8455599,0,1107,4236,45,868,1198,102,748,145,422,413,64,103,64,0.031667491,0.050964869,0.031667491,4,5,24,1.333333333,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.12195122,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Pysa-3b30335edc205ef84dab211dcd11e6b7e11b50a503f9987470219ff491ed7f79-8.raw,40,16,10.0,0,214.1,1547,38.675,8565,219.6153846,0,853,2891,42,696,718,97,650,119,172,252,43,81,43,0.027581783,0.051956382,0.027581783,62,18505,372,12.4,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,44,12,12.55466506,0,286.6757179,2153,48.93181818,12613,286.6757179,0,1134,4666,48,791,1203,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,44,12,12.40798662,0,285.8571263,2153,48.93181818,12577,285.8571263,0,1131,4660,48,791,1190,108,750,143,426,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Ako-0aded9f2cddf06823c349e45cb006e416b5482cf7ceb677115cd7f92262dec23-8.raw,42,18,9.666666667,0,202.6904762,1595,37.97619048,8513,202.6904762,0,659,2941,45,718,727,102,642,122,176,243,57,98,57,0.035098522,0.060344828,0.035098522,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Shade-54b54164fd1236918c7f409aadbd416389afa32223ff2ae318f6024503bfa4ea-10.raw,37,15,10.08108108,0,214.1351351,1445,39.05405405,7923,214.1351351,0,626,2800,40,667,653,92,596,113,163,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Pysa-7bb15894406371f9cfcb308eae2d149e5d498a92bda3d80b86ccbfd279a4fe26-1.raw,44,17,10.25,0,199.0909091,1612,36.63636364,8762,208.6190476,0,657,3050,45,674,843,105,656,120,176,260,47,88,47,0.028381643,0.053140097,0.028381643,5,38,30,1.25,1,0,3,1,7,3,9,0.022222222,0.0,0.066666667,0.022222222,0.155555556,0.066666667,0.2,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-TIBS-8d05ac658cc148b5089cba5909d167e79b2ee62d09dfdba71234792f184da271-9.raw,27,9,13.37037037,0,265.1481481,1212,44.88888889,7159,265.1481481,0,541,2585,30,554,632,71,518,107,134,216,30,56,30,0.024174053,0.045124899,0.024174053,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.148148148,0.074074074,0.185185185,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-Transponder-0d6696c4c724553b3b449022bfb7312be9e75f7fad435805e598c4425ddac428-10.raw,38,15,9.578947368,0,201.6578947,1433,37.71052632,7663,201.6578947,0,643,2672,40,621,633,94,578,107,139,226,43,80,43,0.029532967,0.054945055,0.029532967,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Reconyc-6f1aaff6f52a393624c2dd088ea7f189-1.raw,44,17,10.65909091,0,208.0681818,1699,38.61363636,9155,208.0681818,0,680,3182,47,738,873,109,670,126,200,270,49,92,49,0.028048082,0.052661706,0.028048082,5,5,30,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,38,13,15.22599524,0,290.2455268,1867,48.68391285,11139,293.1400557,0,1006,3823,42,765,1205,96,633,131,357,319,50,87,50,0.026872341,0.046422212,0.026872341,4,5,25,1.316874349,0,0,0,0,4,2,5,0.009405134,0.0,0.018810268,0.009405134,0.122093397,0.061046699,0.147914179,137,395,222,26,27,118,0,120,88,0,8,Benign
Benign,41,12,12.93482726,0,294.6589329,2029,49.48780488,12081,294.6589329,0,1129,4343,45,805,1154,103,735,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,40,12,13.75,0,304.3697693,2064,51.6,12174,304.3697693,0,1080,4309,44,855,1196,100,751,140,412,406,82,119,82,0.039690223,0.057599226,0.039690223,5,6,30,1.25,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,43,12,12.44571425,0,268.4548135,2039,46.73384339,11716,284.5890689,0,1042,4120,45,781,1168,102,737,142,383,338,68,106,68,0.033700594,0.052523279,0.033700594,4,5,24,1.333333333,0,0,2,0,6,2,8,0.007928764,0.0,0.064217436,0.007928764,0.155126527,0.053383309,0.200581073,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,12.70282724,0,292.0689003,1985,49.625,11682,292.0689003,0,1106,4125,44,803,1088,101,729,141,435,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,44,18,11.05490424,0,263.7531892,1985,45.13313371,11606,269.9102401,0,904,3984,49,1005,958,108,766,139,385,411,86,127,86,0.043356896,0.06358033,0.043356896,6,8,39,1.439824596,10,0,11,10,15,12,17,0.191085125,0.0,0.209469554,0.191085125,0.28300727,0.227853983,0.319776128,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,12,13.00462225,0,293.692612,2058,49.50374895,12213,293.692612,0,1108,4467,45,797,1175,103,741,139,421,344,62,100,62,0.031076923,0.050203171,0.031076923,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.096187435,0.048093718,0.144281152,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,42,12,12.93006086,0,298.3991106,2160,51.42857143,12533,305.7015279,0,1081,4412,45,922,1190,104,776,144,423,396,80,117,80,0.03789656,0.055252888,0.03789656,5,6,30,1.25,0,0,1,0,5,2,7,0.004942123,0.0,0.028633977,0.004942123,0.123401394,0.052325831,0.170785102,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Scar-0cdeea1a6e0969d92f94ac5dad1de491-7.raw,41,16,9.87804878,0,210.902439,1610,39.26829268,8647,210.902439,0,674,2988,44,746,733,104,651,119,185,265,49,89,49,0.030079804,0.054634745,0.030079804,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Shade-01ac1621e3091a5999324e5048810f95100d8a30bb17636fc8dc57ea5e431fd0-2.raw,43,17,10.0,0,209.5116279,1683,39.13953488,9009,209.5116279,0,732,3070,46,738,795,107,661,126,188,282,51,93,51,0.029428736,0.053664166,0.029428736,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,88,0,8,Malware
Spyware-180solutions-0bb79d6a333b05abf87f42612396665de5eb4868c54b4b8c2f20034351c09a18-10.raw,38,15,9.763157895,0,206.8947368,1477,38.86842105,7862,206.8947368,0,645,2720,40,644,649,95,607,110,140,235,46,83,46,0.030605456,0.055222888,0.030605456,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,120,86,0,8,Malware
Benign,41,12,13.09701695,0,301.1284423,2052,49.8850729,12389,301.1284423,0,1111,4646,45,799,1177,102,741,137,425,335,66,105,66,0.032811354,0.052271821,0.032811354,3,4,18,1.5,0,0,0,0,4,2,6,0.006683813,0.0,0.006683813,0.006683813,0.10326667,0.054975242,0.151558098,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,45,18,10.48008877,0,251.9462473,2058,45.07754519,11500,257.6128584,0,894,3937,48,993,960,109,754,138,370,383,86,129,86,0.041508818,0.061894219,0.041508818,6,19,39,1.66212731,8,0,9,8,13,10,16,0.149559575,0.0,0.180422363,0.149559575,0.254929421,0.186813104,0.304418973,138,392,222,26,24,118,0,126,87,0,8,Benign
Trojan-Scar-40bd50ae65948da33497fab56b53015f-7.raw,39,16,9.666666667,0,207.3333333,1485,38.07692308,8087,212.8157895,0,633,2834,41,675,666,95,609,116,162,232,43,80,43,0.028590426,0.053191489,0.028590426,3,3,18,1.0,4,0,5,4,9,6,11,0.093023256,0.0,0.11627907,0.093023256,0.209302326,0.139534884,0.255813953,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Reconyc-d08f629261a16df8e0e648a184c0591b-7.raw,41,16,9.43902439,0,202.902439,1550,37.80487805,8319,202.902439,0,656,2910,44,705,687,104,609,116,180,255,47,87,47,0.029803424,0.055168041,0.029803424,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-180solutions-0befca5391fa6cd73f8609033ac2c22896cffa69c4309403f0ae5a39d332d3ae-1.raw,32,13,12.21875,0,192.1875,1166,36.4375,6150,192.1875,0,558,1935,33,421,659,81,406,92,87,186,35,66,35,0.029166667,0.055,0.029166667,2,2,12,1.0,4,0,4,4,8,6,9,0.111111111,0.0,0.111111111,0.111111111,0.222222222,0.166666667,0.25,137,385,220,26,23,114,0,114,88,0,8,Malware
Ransomware-Ako-00ada004119dbfc53a5cad8cbce9d37fab78f9deb4cc9d86fc97c44642fb4f75-8.raw,40,17,9.55,0,209.2,1582,39.55,8369,214.5897436,0,652,2909,42,717,680,97,649,116,175,244,55,93,55,0.034225264,0.057871811,0.034225264,5,5,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Emotet-0b5ef15d0be458652f948c8f904eae378b974ca417b0399910aa9c748741d714-10.raw,38,15,9.578947368,0,201.9736842,1446,38.05263158,7675,201.9736842,0,637,2673,40,627,634,94,586,107,138,225,43,80,43,0.029271613,0.054458816,0.029271613,2,2,12,1.0,1,0,1,1,5,3,7,0.025641026,0.0,0.025641026,0.025641026,0.128205128,0.076923077,0.179487179,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Reconyc-086e046731a21258e1cd54730260add0-5.raw,40,16,9.875,0,208.6,1557,38.925,8344,208.6,0,642,2920,43,665,705,101,606,123,178,262,46,85,46,0.028840125,0.053291536,0.028840125,3,3,18,1.0,4,0,4,4,8,6,10,0.090909091,0.0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,39,12,12.82764223,0,281.3295618,1925,49.19643737,11013,282.4077411,0,944,3887,43,779,1047,98,720,137,331,317,63,100,63,0.0333114,0.052179449,0.0333114,3,4,23,1.35879905,1,0,1,1,5,3,7,0.028456062,0.0,0.032094021,0.028456062,0.131366429,0.078092266,0.181002633,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,53,17,11.44910321,0,257.8055129,2421,45.68961879,13663,257.8055129,0,1126,4707,60,1031,1252,126,800,158,478,476,109,160,109,0.044246907,0.064829129,0.044246907,9,10,54,1.155026466,0,0,0,0,4,2,6,0.006793867,0.0,0.006793867,0.006793867,0.08175282,0.044273344,0.119232297,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,13.0125286,0,298.4987523,2160,51.42857143,12537,305.8035999,0,1079,4402,45,922,1198,104,777,144,423,396,80,117,80,0.037778606,0.055137061,0.037778606,5,6,30,1.25,0,0,1,0,5,2,7,0.011018573,0.0,0.03456575,0.011018573,0.128754457,0.058112927,0.175848811,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Zeus-002cca7042594c69350454f780c3b58527f2ade1ffa38b561179e71582d62f8f-10.raw,37,15,10.05405405,0,214.1621622,1444,39.02702703,7924,214.1621622,0,623,2808,40,665,657,92,596,113,161,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,87,0,8,Malware
Benign,41,13,13.62758965,0,309.3988972,2117,51.63414634,12685,309.3988972,0,1137,4631,45,827,1233,103,769,139,430,376,69,108,69,0.033189033,0.051948052,0.033189033,5,7,30,1.666666667,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,44,12,12.60550061,0,286.4816946,2153,48.93181818,12605,286.4816946,0,1133,4660,48,791,1205,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,48,19,11.03835951,0,245.1524477,2148,44.75,11767,245.1524477,0,859,3936,52,1093,993,116,798,152,359,406,79,126,79,0.036393166,0.05781678,0.036393166,13,78,78,1.625,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.083333333,0.041666667,0.104166667,138,392,222,26,24,118,0,123,87,0,8,Benign
Trojan-Refroso-1b08060a23f99c595495f15d56045c39-6.raw,39,15,10.0,0,211.3589744,1526,39.12820513,8243,211.3589744,0,643,2893,42,665,695,100,598,119,177,258,45,83,45,0.028883184,0.053273427,0.028883184,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,50,19,11.0299137,0,246.8207496,2240,44.32670433,12474,246.8207496,0,1072,4280,55,956,1146,122,795,153,403,381,82,130,82,0.03726694,0.058731688,0.03726694,5,6,30,1.25,9,0,9,9,13,11,16,0.157573463,0.0,0.157573463,0.157573463,0.224240129,0.190906796,0.274240129,138,392,222,26,24,118,0,128,87,0,8,Benign
Ransomware-Conti-0b4f92773810d288111306f346b54e2dd6bbc4f45347ad608eed8d471a3c8126-1.raw,39,15,11.28205128,0,220.1794872,1560,40.0,8587,220.1794872,0,638,3003,42,652,825,99,640,120,176,259,47,85,47,0.029265255,0.052926526,0.029265255,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-Gator-0a202cbc8b1b59323022e04d70bf22462b57de1ec91de20fe6ebd543c65d457d-4.raw,40,16,9.925,0,209.15,1563,39.075,8366,209.15,0,647,2927,43,669,709,101,606,123,177,262,45,84,45,0.028037383,0.052336449,0.028037383,3,3,18,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,41,12,13.25079805,0,301.6304429,2047,49.92682927,12366,301.6304429,0,1111,4642,45,774,1190,102,741,137,425,334,66,105,66,0.032901296,0.052342971,0.032901296,3,4,18,1.5,1,0,1,1,5,3,7,0.036354461,0.0,0.036354461,0.036354461,0.130368659,0.08336156,0.177375759,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-CWS-0b80d586ed8a75316ec24c2ef92a9cec232962529755d1113dda0628c18a1e16-1.raw,42,16,10.88095238,0,589.1428571,1634,38.9047619,24744,589.1428571,0,665,3069,45,692,847,105,653,120,183,264,49,90,49,0.029131986,0.053507729,0.029131986,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware
Ransomware-Ako-0be304a79df3a52f779940b70974a2b98645ef556c00d1371f788d5e3cbed929-2.raw,48,19,9.333333333,0,190.6875,1731,36.0625,9155,199.0217391,0,748,3083,49,718,846,112,704,126,187,285,48,93,48,0.027027027,0.052364865,0.027027027,73,18586,438,12.16666667,12,0,14,12,18,14,20,0.2,0.0,0.233333333,0.2,0.3,0.233333333,0.333333333,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Emotet-01e4c2407b9f5e46cff66016b540ea498fefb03c266b54afd25dcd817ee773fc-2.raw,39,15,10.69230769,0,217.4615385,1558,39.94871795,8481,217.4615385,0,647,2963,42,655,770,99,634,120,176,259,47,85,47,0.029301746,0.052992519,0.029301746,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,43,17,10.40718089,0,244.5285336,1864,42.5109644,10725,250.257745,0,815,3743,48,902,874,106,723,136,345,336,84,125,84,0.044517464,0.066057038,0.044517464,4,5,29,1.261582537,6,0,7,6,11,8,13,0.127377185,0.0,0.147270269,0.127377185,0.226842606,0.167163354,0.266628775,138,392,222,26,24,118,0,126,87,0,8,Benign
Trojan-Scar-c4fcce6b21cb207c6924b4dc232193bc-3.raw,35,13,10.45714286,0,182.9428571,1281,36.6,6403,182.9428571,0,585,2012,36,491,615,87,433,95,95,201,42,76,42,0.031770045,0.057488654,0.031770045,3,3,18,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.114285714,0.057142857,0.142857143,137,385,220,26,23,114,0,115,88,0,8,Malware
Benign,49,19,11.17510361,0,253.6782047,2230,45.51020408,12430,253.6782047,0,1052,4287,56,971,1125,118,788,150,404,376,83,129,83,0.037658802,0.058529946,0.037658802,6,7,36,1.2,10,0,10,10,14,12,16,0.169491525,0.0,0.169491525,0.169491525,0.237288136,0.203389831,0.271186441,138,392,222,26,24,118,0,128,87,0,8,Benign
Benign,41,13,13.65595287,0,309.2143448,2117,51.63414634,12677,309.2143448,0,1135,4624,45,827,1232,103,769,139,430,376,69,108,69,0.033189033,0.051948052,0.033189033,5,7,30,1.666666667,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,41,12,12.97560976,0,294.9597654,2029,49.48780488,12093,294.9597654,0,1131,4350,45,805,1162,103,736,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Conti-0b86518864a76c534a8ce026a05629aff6080d52903c5c49e33fa6b805f45df2-8.raw,37,15,10.08108108,0,215.3513514,1447,39.10810811,7968,215.3513514,0,628,2810,40,674,662,92,596,113,162,230,43,79,43,0.029391661,0.053998633,0.029391661,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,43,13,12.66357586,0,288.7891648,2141,49.79069767,12417,288.7891648,0,1115,4508,47,815,1187,106,755,142,425,365,76,117,76,0.036018957,0.055450237,0.036018957,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-8.raw,40,16,10.05,0,214.35,1547,38.675,8575,219.8717949,0,850,2890,42,692,722,97,650,119,172,252,43,81,43,0.027546445,0.051889814,0.027546445,61,18559,366,12.2,18,0,19,18,23,20,25,0.310344828,0.0,0.327586207,0.310344828,0.396551724,0.344827586,0.431034483,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-0e410a79d87fecfd37f7831e4682ada7a2d480f0759a71fa3893a5500faf4070-9.raw,37,15,10.08108108,0,214.2972973,1443,39.0,7929,214.2972973,0,623,2813,40,664,659,92,594,113,160,230,42,78,42,0.028905712,0.053682037,0.028905712,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware
Benign,44,12,12.45963166,0,286.8334404,2153,48.93181818,12620,286.8334404,0,1132,4692,48,791,1199,108,750,143,427,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,40,16,10.725,0,253.6128776,1745,43.625,10145,260.1414129,0,799,3525,44,845,818,99,707,127,315,317,73,110,73,0.041336353,0.062287656,0.041336353,3,4,18,1.5,10,0,11,10,15,12,17,0.203854575,0.0,0.223758211,0.203854575,0.303372753,0.243661846,0.343180024,138,392,222,26,24,118,0,126,87,0,8,Benign
Spyware-Transponder-0dfd8a37d3ef99986ae1af6475733043b0d116466ed99fa49e44bff7dfece8c0-2.raw,39,15,10.69230769,0,217.3589744,1551,39.76923077,8477,217.3589744,0,641,2964,42,654,775,99,634,120,177,259,47,85,47,0.029430182,0.053224796,0.029430182,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,86,0,8,Malware
